LISTING ID,Type,ADDRESS,City,STATE,ZIP,ListPrice,BEDS,BATHS,LOCATION,SQFT,ImputedSQFT,LOTSIZE,YEARBUILT,ParkSpots,HasGarage,DOM,RECENT_REDUCTION_DATE,BeenReduced,OrigList,LAST_SALE_DATE,SoldPrev,LastPrice,ORIGINAL SOURCE,LATITUDE,LONGITUDE,Test
3999784868,Single Family Residential,1135 E Prairie Ave,Des Plaines,IL,60016,385000,3,3.5,Des Plaines,2600,2600,,,0,None,256,,No,385000,,No,,BuyOwner.com via Oodle,42.040183,-87.896308,0
3999784883,Single Family Residential,1653 River St,Des Plaines,IL,60016,245900,2,2,Des Plaines,,1382,,,0,None,256,,No,245900,,No,,BuyOwner.com via Oodle,42.041437,-87.881876,0
3999784934,Single Family Residential,2035 Nimitz Dr,Des Plaines,IL,60018,289000,3,2,Des Plaines,,1629,,,0,None,256,,No,289000,,No,,BuyOwner.com via Oodle,42.00018,-87.873806,1
3999785012,Single Family Residential,386 S Wolf Rd,Des Plaines,IL,60016,269900,2,1.5,Des Plaines,,1214,,,0,None,256,,No,269900,,No,,BuyOwner.com via Oodle,42.045927,-87.912452,0
3999785067,Single Family Residential,1095 Des Plaines River Rd,Des Plaines,IL,60016,400000,7,3,Des Plaines,1258,1258,,,0,None,256,,No,400000,,No,,BuyOwner.com via Oodle,42.0397,-87.8834,1
3999784899,Condo/Coop,650 Murray Ln,Des Plaines,IL,60016,119900,2,1,Des Plaines,1071,1071,,,0,None,256,03/02/2016,Yes,149900,11/16/2005,Yes,173000,BuyOwner.com via Oodle,42.0344257,-87.9391146,1
3999784907,Condo/Coop,489 Leslie Ct Unit 101,Des Plaines,IL,60016,165000,2,1,Des Plaines,,1067,,,0,None,256,,No,165000,,No,,BuyOwner.com via Oodle,42.06298,-87.868599,1
3999784922,Condo/Coop,8800 Robin Dr Unit C,Des Plaines,IL,60016,195000,2,1.5,Des Plaines,,1214,,,1,None,256,,No,195000,06/26/2002,Yes,168000,BuyOwner.com via Oodle,42.039814,-87.854265,0
3999784961,Condo/Coop,430 Western Ave Unit 412,Des Plaines,IL,60016,230000,2,1.5,Des Plaines,,1214,,,0,None,256,,No,230000,02/01/2013,Yes,110000,BuyOwner.com via Oodle,42.045475,-87.894883,0
3999784979,Condo/Coop,647 Metropolitan Way,Des Plaines,IL,60016,235000,1,1,Des Plaines,927,927,,,1,None,256,,No,235000,09/12/2013,Yes,230000,BuyOwner.com via Oodle,42.0420639,-87.8862052,0
3999785029,Condo/Coop,9449 S Bay Colony Drive Unit 1 Ct #5,Des Plaines,IL,60016,99000,2,1,Des Plaines,,1067,,,0,None,256,,No,99000,,No,,BuyOwner.com via Oodle,42.0418,-87.8962,0
9031383,Townhouse,8900 Robin Dr Unit F,Des Plaines,IL,60016,190000,3,1.5,Des Plaines,,1431,,1967,2,None,251,01/09/2016,Yes,199000,03/15/2006,Yes,220000,Berkshire Hathaway,42.041655,-87.854262,1
9042835,Condo/Coop,820 GRACELAND Ave #303,Des Plaines,IL,60016,181000,3,2,Des Plaines,1340,1340,,1991,1,Garage,238,05/05/2016,Yes,220000,06/25/2009,Yes,210000,Century 21,42.038357,-87.892832,1
9050005,Single Family Residential,1056 E Villa Dr,Des Plaines,IL,60016,259000,3,1.5,Des Plaines,1250,1250,,,2,Garage,228,,No,259000,11/20/2003,Yes,242000,Taris Real Estate LLC,42.03352,-87.904476,0
9051567,Single Family Residential,515 W Courtesy Ln,Des Plaines,IL,60018,389900,4,2.5,Des Plaines,1586,1586,8123,1979,2,Garage,226,,No,389900,,No,,Kale Realty,42.024808,-87.93436,1
9052794,Multi-Family,780 WAIKIKI Dr,Des Plaines,IL,60016,419800,7,4,Des Plaines,,5269,,1967,7,Garage,225,04/05/2016,Yes,449900,07/12/2001,Yes,367500,Ollus Realty & Investment Group,42.058557,-87.904215,1
9053349,Single Family Residential,339 Berkshire Ln,Des Plaines,IL,60016,439900,4,2.5,Des Plaines,2310,2310,11116,1978,2,Garage,225,04/19/2016,Yes,474900,03/29/2006,Yes,540000,Century 21,42.063807,-87.914101,0
9055394,Condo/Coop,8997 Kennedy Dr Unit 106F,Des Plaines,IL,60016,66901,1,1,Des Plaines,900,900,,1965,2,None,222,03/13/2016,Yes,74900,09/17/2015,Yes,47324,"KMS Realty, Inc.",42.042303,-87.854804,0
9059535,Single Family Residential,9692 Reding Cir,Des Plaines,IL,60016,795000,5,3.5,Des Plaines,3746,3746,23805,1990,3,Garage,218,,No,795000,03/09/2005,Yes,450000,Berkshire Hathaway,42.0552733,-87.8650329,0
9063430,Condo/Coop,9958 HOLLY Ln Unit GE,Des Plaines,IL,60016,45000,1,1,Des Plaines,400,400,,1973,1,None,212,01/08/2016,Yes,49000,05/13/2014,Yes,31000,Berkshire Hathaway,42.0592488,-87.8657799,1
9064308,Single Family Residential,1351 E Lincoln Ave,Des Plaines,IL,60018,298500,4,2,Des Plaines,1544,1544,,1955,2,Garage,211,04/22/2016,Yes,329500,,No,,Century 21,42.02496,-87.890429,0
9075702,Single Family Residential,551 BEDFORD Ln,Des Plaines,IL,60016,254900,3,1.5,Des Plaines,1273,1273,6873,1964,5,Garage,196,,No,254900,,No,,"Bermes Properties, Inc",42.042456,-87.917149,0
9081275,Single Family Residential,1320 E Washington St,Des Plaines,IL,60016,224500,3,2,Des Plaines,1437,1437,,1950,1,Garage,189,03/09/2016,Yes,245000,,No,,Baird & Warner,42.046119,-87.891239,0
9082902,Single Family Residential,1000 Graceland Ave,Des Plaines,IL,60016,239900,3,2.5,Des Plaines,1900,1900,,1915,2,Garage,186,,No,239900,11/25/1998,Yes,187500,RE/MAX,42.034863,-87.894904,0
9088574,Condo/Coop,799 Graceland Ave #503,Des Plaines,IL,60016,285500,2,2,Des Plaines,1703,1703,,2006,1,Garage,177,03/03/2016,Yes,289900,,No,,Coldwell Banker,42.037779,-87.892208,0
9091241,Condo/Coop,1476 Perry St #307,Des Plaines,IL,60016,205000,2,1.5,Des Plaines,1371,1371,,2002,1,Garage,172,05/03/2016,Yes,214900,,No,,Century 21,42.04406,-87.887366,0
9092915,Condo/Coop,825 Center St #502,Des Plaines,IL,60016,227900,2,2.5,Des Plaines,1700,1700,,1988,2,Garage,168,04/28/2016,Yes,239900,08/30/2002,Yes,215000,Coldwell Banker,42.037937,-87.888752,1
9094267,Single Family Residential,1033 Apple Creek Ln,Des Plaines,IL,60016,429900,3,2,Des Plaines,2042,2042,,1956,2,Garage,165,03/07/2016,Yes,439900,,No,,Keller Williams,42.0348474,-87.8717032,0
9094921,Single Family Residential,510 S Mt Prospect Rd,Des Plaines,IL,60016,284000,4,2.5,Des Plaines,1980,1980,,1967,2,Garage,164,04/29/2016,Yes,299000,06/16/2003,Yes,420000,RE/MAX,42.042922,-87.921453,1
9096303,Condo/Coop,555 Graceland Ave #601,Des Plaines,IL,60016,147900,2,2,Des Plaines,1340,1340,,1979,1,Garage,162,03/07/2016,Yes,149900,05/19/1998,Yes,110000,RE/MAX,42.043406,-87.88904,0
9099553,Single Family Residential,1770 E Lincoln Ave,Des Plaines,IL,60018,449900,3,3,Des Plaines,2743,2743,11578,1968,4,Garage,156,03/22/2016,Yes,454900,,No,,Century 21,42.025931,-87.880247,1
9103414,Condo/Coop,1623 Ashland Ave Unit 5C,Des Plaines,IL,60016,117500,1,1,Des Plaines,,906,,1977,1,None,148,04/25/2016,Yes,127500,12/10/2012,Yes,39000,Real People Realty Inc,42.036211,-87.883748,0
9104345,Condo/Coop,1744 E Oakton St Unit 203P7,Des Plaines,IL,60018,84999,1,1,Des Plaines,600,600,,1988,1,None,146,,No,84999,,No,,Keller Williams,42.024678,-87.880922,1
9118030,Single Family Residential,585 S 5th Ave,Des Plaines,IL,60016,249900,3,1.5,Des Plaines,1100,1100,,1927,2,Garage,118,04/19/2016,Yes,260000,12/17/2013,Yes,186000,"Rising Realty, LLC",42.042251,-87.90498,0
9121039,Single Family Residential,660 KENMARE Ct,Des Plaines,IL,60016,479900,4,2.5,Des Plaines,2675,2675,,1991,2,Garage,113,02/11/2016,Yes,499000,,No,,Troy Realty Ltd,42.070519,-87.906576,0
9121033,Condo/Coop,1277 E Thacker St #404,Des Plaines,IL,60016,249900,3,2,Des Plaines,1555,1555,,2006,1,Garage,113,,No,249900,,No,,Century 21,42.037272,-87.892616,0
9121382,Townhouse,8853 Robin Dr Unit E,Des Plaines,IL,60016,174500,2,1.5,Des Plaines,1140,1140,,1963,0,None,113,05/05/2016,Yes,177500,09/17/2015,Yes,71000,Homesmart Connect LLC,42.041322,-87.852867,0
9124438,Single Family Residential,1408 S River Rd,Des Plaines,IL,60018,114900,4,1,Des Plaines,,1483,7387,1952,2,Garage,108,05/09/2016,Yes,155000,12/10/2004,Yes,255000,Coldwell Banker,42.0278494,-87.8786403,0
9127348,Single Family Residential,2350 EASTVIEW Dr,Des Plaines,IL,60018,479900,5,3,Des Plaines,2700,2700,26101,1940,3,Garage,104,04/04/2016,Yes,489900,,No,,Family First Realty,42.0097661,-87.9000293,0
9129802,Single Family Residential,133 ASHLAND Ave,Des Plaines,IL,60016,554000,5,3.5,Des Plaines,3576,3576,10010,2008,3,Garage,101,04/06/2016,Yes,581700,08/19/2004,Yes,214000,Century 21,42.036259,-87.917795,0
9131764,Condo/Coop,825 Pearson St Unit 1D,Des Plaines,IL,60016,157500,2,2,Des Plaines,,1382,,1976,1,None,99,05/10/2016,Yes,165000,01/23/2002,Yes,147000,RE/MAX,42.038261,-87.886954,0
9133465,Condo/Coop,9331 Landings Ln #206,Des Plaines,IL,60016,107000,1,1,Des Plaines,900,900,,1972,1,None,95,,No,107000,,No,,Coldwell Banker,42.04209,-87.857788,0
9134940,Condo/Coop,711 S RIVER Rd #202,Des Plaines,IL,60016,134900,2,2,Des Plaines,,1382,,1980,1,Garage,94,05/02/2016,Yes,149900,,No,,Keller Williams,42.0399947,-87.8831114,1
9135900,Single Family Residential,1431 Wedgewood Ave,Des Plaines,IL,60018,599000,5,5,Des Plaines,4670,4670,,2007,3,Garage,93,04/05/2016,Yes,625000,,No,,RE/MAX,42.026196,-87.91031,0
9136978,Single Family Residential,710 E Algonquin Rd,Des Plaines,IL,60016,248500,3,1.5,Des Plaines,1100,1100,,1953,2,Garage,92,,No,248500,08/08/2001,Yes,187000,Century 21,42.031106,-87.90628,0
9138864,Single Family Residential,388 Munroe Cir,Des Plaines,IL,60016,435000,4,2.5,Des Plaines,2682,2682,8960,1960,2,Garage,90,,No,435000,06/30/2004,Yes,352000,Century 21,42.035896,-87.929941,0
9139007,Single Family Residential,524 N 5th Ave,Des Plaines,IL,60016,239900,4,2,Des Plaines,1666,1666,,1964,2,None,90,03/01/2016,Yes,250000,,No,,RE/MAX,42.06188,-87.906143,0
9140569,Single Family Residential,1770 WICKE Ave,Des Plaines,IL,60018,184900,2,1,Des Plaines,736,736,,1929,3,Garage,87,04/07/2016,Yes,199900,02/08/2010,Yes,94500,Tanis Group Realty,42.02709,-87.880277,1
9142983,Townhouse,720 Hanbury Dr #720,Des Plaines,IL,60016,272000,3,2.5,Des Plaines,1721,1721,,2005,2,Garage,85,,No,272000,,No,,Coldwell Banker,42.0506689,-87.9066005,0
9142997,Condo/Coop,750 Pearson St #208,Des Plaines,IL,60016,225000,2,2,Des Plaines,1365,1365,,2001,1,Garage,85,04/11/2016,Yes,239000,07/17/2013,Yes,128000,Coldwell Banker,42.0396397,-87.8867589,0
9144245,Single Family Residential,1622 Oakwood Ave,Des Plaines,IL,60016,225000,3,1.5,Des Plaines,,1431,7501,1964,1,Garage,84,04/19/2016,Yes,250000,07/22/2005,Yes,330000,Keller Williams,42.035747,-87.883952,0
24057740,Single Family Residential,670 Kenmare Ct,Des Plaines,IL,60016,539000,5,3.5,Des Plaines,3255,3255,,1990,2,Garage,83,,No,539000,,No,,ForSaleByOwner.com,42.070459,-87.906345,1
9144907,Condo/Coop,677 S River Rd Unit 1B,Des Plaines,IL,60016,114900,2,1,Des Plaines,850,850,,1975,1,None,82,03/30/2016,Yes,119900,,No,,Amber Realty Inc.,42.04116,-87.883491,1
9145921,Condo/Coop,711 S River Rd #714,Des Plaines,IL,60016,152000,2,2,Des Plaines,1275,1275,,1980,1,Garage,81,03/09/2016,Yes,155000,01/02/2001,Yes,159000,"Classic Realty Group, Inc.",42.0399947,-87.8831114,0
9149634,Single Family Residential,1342 E Algonquin Rd,Des Plaines,IL,60016,259000,3,1.5,Des Plaines,1478,1478,,1925,2,Garage,77,05/10/2016,Yes,269000,11/30/1998,Yes,150000,Keller Williams,42.031623,-87.890866,0
9150382,Single Family Residential,411 Dover Dr,Des Plaines,IL,60018,289000,3,1.5,Des Plaines,1040,1040,7374,1966,2,Garage,76,04/29/2016,Yes,299900,02/22/2008,Yes,225000,"LTV Real Estate Services, LTD",42.023965,-87.931736,1
9151602,Condo/Coop,1685 MILL St #505,Des Plaines,IL,60016,209900,2,2,Des Plaines,1482,1482,,1996,1,Garage,74,04/06/2016,Yes,215900,12/20/2004,Yes,240000,Homesmart Connect LLC,42.040455,-87.882173,0
9151788,Townhouse,1755 Rand Rd S #12,Des Plaines,IL,60016,182000,2,1.5,Des Plaines,1500,1500,,1980,1,Garage,74,,No,182000,,No,,RE/MAX,42.043435,-87.881141,1
9154976,Condo/Coop,711 S Des Plaines River Rd #812,Des Plaines,IL,60016,154900,2,2,Des Plaines,1340,1340,,1980,1,Garage,71,05/11/2016,Yes,159900,,No,,Baird & Warner,42.0402121,-87.8835788,1
9155891,Single Family Residential,2172 Sprucewood Ave,Des Plaines,IL,60018,579900,5,4.5,Des Plaines,4226,4226,8951,2004,3,Garage,70,05/02/2016,Yes,624900,01/03/2005,Yes,773000,Coldwell Banker,42.01306,-87.906376,1
9156821,Condo/Coop,1111 Holiday Ln #1,Des Plaines,IL,60016,64900,1,1,Des Plaines,750,750,,1966,1,None,70,,No,64900,,No,,Coldwell Banker,42.032529,-87.937482,1
9157516,Single Family Residential,684 Dursey Ln,Des Plaines,IL,60016,470995,4,2.5,Des Plaines,2268,2268,11251,1995,3,Garage,68,05/12/2016,Yes,519900,,No,,RE/MAX,42.078104,-87.905532,0
9157815,Condo/Coop,1649 Ashland Ave #302,Des Plaines,IL,60016,214000,2,2,Des Plaines,1356,1356,,2004,1,Garage,67,04/21/2016,Yes,219000,,No,,Berkshire Hathaway,42.036279,-87.88318,0
9158116,Condo/Coop,1491 Ashland Ave Unit 2SW,Des Plaines,IL,60016,144900,2,2,Des Plaines,1400,1400,,1980,1,None,67,05/06/2016,Yes,159900,,No,,Century 21,42.036076,-87.887174,0
9158510,Single Family Residential,1556 Sherman Pl,Des Plaines,IL,60016,274900,4,2.5,Des Plaines,1612,1612,12418,1927,2,Garage,67,,No,274900,07/07/2005,Yes,387000,Amber Realty Inc.,42.049018,-87.885404,0
9159506,Single Family Residential,630 Bending Ct,Des Plaines,IL,60016,499000,4,3,Des Plaines,2388,2388,9226,1993,2,Garage,66,,No,499000,,No,,Century 21,42.07146,-87.907345,0
9160318,Single Family Residential,2072 Westview Dr,Des Plaines,IL,60018,312000,4,2.5,Des Plaines,1700,1700,7000,1960,2,Garage,65,05/03/2016,Yes,326000,,No,,RE/MAX,42.014731,-87.903849,0
9160867,Condo/Coop,650 Murray Ln #115,Des Plaines,IL,60016,87999,1,1,Des Plaines,900,900,,1967,1,None,65,05/11/2016,Yes,89999,,No,,United Real Estate - Chicago,42.0344257,-87.9391146,1
9161708,Condo/Coop,555 Graceland Ave #502,Des Plaines,IL,60016,144900,2,2,Des Plaines,1000,1000,,1979,1,Garage,64,,No,144900,03/17/1999,Yes,125000,RE/MAX,42.043406,-87.88904,1
9162213,Single Family Residential,1803 E Lincoln Ave,Des Plaines,IL,60018,315000,3,2,Des Plaines,1378,1378,,1928,2,Garage,64,03/15/2016,Yes,325000,06/04/2008,Yes,227000,Mondo Estate Realty Inc,42.025244,-87.879338,0
9162412,Condo/Coop,545 S River Rd #407,Des Plaines,IL,60016,204900,2,2,Des Plaines,1258,1258,,,1,Garage,63,05/03/2016,Yes,209900,05/01/2008,Yes,207500,Baird & Warner,42.04325,-87.88384,0
9163255,Single Family Residential,2812 S SCOTT St,Des Plaines,IL,60018,315000,3,2,Des Plaines,,1629,,1956,4,Garage,63,05/02/2016,Yes,329900,,No,,Realty Professionals Group,42.00245,-87.875221,1
9163380,Single Family Residential,9666 Reding Cir,Des Plaines,IL,60016,699900,5,3.5,Des Plaines,5000,5000,25264,2001,3,Garage,63,,No,699900,,No,,Baird & Warner,42.056372,-87.867213,0
9164356,Condo/Coop,9460 DEE Rd Unit 1H,Des Plaines,IL,60016,84900,1,1,Des Plaines,,906,,1976,2,None,60,,No,84900,,No,,RE/MAX,42.051604,-87.8559889,0
9165601,Single Family Residential,130 Harvey Ave,Des Plaines,IL,60016,499900,5,2.5,Des Plaines,3800,3800,9239,1987,2,Garage,59,04/26/2016,Yes,529000,,No,,"Realty World All Pro, Inc.",42.048554,-87.920144,1
9166172,Condo/Coop,960 S Des Plaines River Rd #505,Des Plaines,IL,60016,89900,1,1,Des Plaines,,906,,1975,1,None,59,05/05/2016,Yes,99000,03/25/2013,Yes,50000,iProperties,42.035941,-87.882781,1
9166985,Condo/Coop,9994 Holly Ln Unit 1S,Des Plaines,IL,60016,55000,1,1,Des Plaines,,906,,1973,1,None,58,05/01/2016,Yes,58000,05/14/2010,Yes,23100,Sky High Real Estate Inc.,42.061427,-87.866023,1
9167023,Single Family Residential,612 Laurel Ave,Des Plaines,IL,60016,185000,2,1.5,Des Plaines,1190,1190,4752,1924,2,None,58,04/26/2016,Yes,199900,,No,,Century 21,42.041738,-87.892097,0
9167149,Condo/Coop,386 Alles St #303,Des Plaines,IL,60016,157000,2,1,Des Plaines,,1067,,1973,2,Garage,58,04/19/2016,Yes,159000,,No,,Keller Williams,42.046345,-87.8887139,1
9167403,Townhouse,1240 Willow Ave,Des Plaines,IL,60016,294900,2,2.5,Des Plaines,1775,1775,,2011,2,Garage,58,05/03/2016,Yes,299900,,No,,@properties,42.048604,-87.8921772,0
9169077,Single Family Residential,291 Stratford Rd,Des Plaines,IL,60016,549950,3,2.5,Des Plaines,2156,2156,8115,1930,2,Garage,56,04/27/2016,Yes,589950,12/08/2011,Yes,400000,Coldwell Banker,42.057669,-87.9111,0
9169177,Single Family Residential,1312 E Prairie Ave,Des Plaines,IL,60016,480000,3,3,Des Plaines,2078,2078,8999,1923,2,Garage,56,05/02/2016,Yes,500000,03/30/2005,Yes,400000,Keller Williams,42.041445,-87.891343,0
9169384,Single Family Residential,10154 Meadow Ln,Des Plaines,IL,60016,570000,6,4.5,Des Plaines,5350,5350,20037,1998,6,Garage,56,04/25/2016,Yes,575000,,No,,Baird & Warner,42.065059,-87.862448,0
9169876,Single Family Residential,258 Dover Dr,Des Plaines,IL,60018,379900,3,2,Des Plaines,2100,2100,,1967,2,Garage,56,05/05/2016,Yes,389900,,No,,Parkvue Realty Corporation,42.024482,-87.927313,0
9170327,Single Family Residential,1106 Wicke Ave,Des Plaines,IL,60018,487500,4,3,Des Plaines,2926,2926,7196,1979,2,Garage,55,,No,487500,,No,,Interdome Realty,42.026671,-87.896618,1
9170778,Condo/Coop,787 Graceland Ave Unit 403B,Des Plaines,IL,60016,289900,2,2,Des Plaines,1730,1730,,2008,1,Garage,54,05/09/2016,Yes,299900,11/24/2009,Yes,282500,Baird & Warner,42.038659,-87.891495,0
9171355,Condo/Coop,9331 Landings Ln #406,Des Plaines,IL,60016,134000,1,1,Des Plaines,950,950,,1972,1,None,53,04/29/2016,Yes,139000,07/10/2009,Yes,101000,Coldwell Banker,42.04209,-87.857788,0
9171760,Condo/Coop,9991 LINDA Ln Unit 1E,Des Plaines,IL,60016,51000,1,1,Des Plaines,,906,,1973,2,None,53,05/10/2016,Yes,56900,07/31/2008,Yes,86000,Unique Realty LLC,42.061427,-87.866023,0
9172446,Single Family Residential,420 COURTESY Ln,Des Plaines,IL,60018,299000,3,2.5,Des Plaines,1250,1250,,1964,2,Garage,52,04/25/2016,Yes,315000,08/29/2014,Yes,226000,Century 21,42.025346,-87.931972,0
9173171,Single Family Residential,801 LAUREL Ave,Des Plaines,IL,60016,465000,4,3.5,Des Plaines,2950,2950,,1920,2,Garage,51,,No,465000,11/05/2010,Yes,102500,Rexx Real Estate Inc.,42.038408,-87.893605,0
9173526,Condo/Coop,370 S Western Ave #310,Des Plaines,IL,60016,229900,2,1.5,Des Plaines,1182,1182,,2007,1,Garage,51,,No,229900,,No,,Berkshire Hathaway,42.0462622,-87.8943856,0
9175258,Condo/Coop,711 S River Rd #407,Des Plaines,IL,60016,169900,2,2,Des Plaines,1344,1344,,1980,1,Garage,49,,No,169900,,No,,RE/MAX,42.0399947,-87.8831114,1
9175791,Single Family Residential,301 Grove Ave,Des Plaines,IL,60016,184900,4,2,Des Plaines,1156,1156,,1955,2,Garage,49,05/05/2016,Yes,196900,03/03/2008,Yes,320000,Prospective Realty,42.04783,-87.88232,0
9176982,Single Family Residential,1479 E Algonquin Rd,Des Plaines,IL,60016,119900,2,1,Des Plaines,,1067,,1924,3,None,46,,No,119900,,No,,Coldwell Banker,42.031241,-87.887336,0
9177560,Condo/Coop,9331 LANDINGS Ln #502,Des Plaines,IL,60016,109000,2,1,Des Plaines,1000,1000,,1972,1,None,46,04/28/2016,Yes,119900,11/04/2004,Yes,158000,Keller Williams,42.04209,-87.857788,1
9177745,Single Family Residential,9694 Reding Cir,Des Plaines,IL,60016,798000,5,6,Des Plaines,7500,7500,40881,1992,3,Garage,45,,No,798000,,No,,JS 4U Realty Inc.,42.055585,-87.865338,0
9177764,Single Family Residential,9698 Reding Cir,Des Plaines,IL,60016,549888,4,3.5,Des Plaines,4202,4202,29777,1976,3,Garage,45,04/14/2016,Yes,599888,,No,,Unique Realty LLC,42.055281,-87.864434,1
9178773,Single Family Residential,1744 E Algonquin Rd,Des Plaines,IL,60016,234000,2,1,Des Plaines,1300,1300,14143,1960,2,Garage,45,,No,234000,11/10/1997,Yes,140000,Coldwell Banker,42.0318482,-87.8810901,0
9178786,Condo/Coop,1600 E Thacker St #213,Des Plaines,IL,60016,247900,2,2,Des Plaines,1702,1702,,1994,1,Garage,45,05/05/2016,Yes,264900,08/07/2012,Yes,125000,"Negotiable Realty Services, In",42.037691,-87.88408,0
9179245,Single Family Residential,980 Carlow Dr,Des Plaines,IL,60016,575000,5,3,Des Plaines,4050,4050,9147,1992,2,Garage,44,05/13/2016,Yes,594000,,No,,Realty Professionals Group,42.069282,-87.902602,1
9179254,Townhouse,1202 Harding Ave,Des Plaines,IL,60016,319750,3,2.5,Des Plaines,2162,2162,,2010,4,Garage,44,,No,319750,05/28/2015,Yes,305000,Coldwell Banker,42.0466719,-87.8941264,0
9179388,Single Family Residential,990 Carlow Dr,Des Plaines,IL,60016,595000,5,3,Des Plaines,3348,3348,,1994,2,Garage,44,,No,595000,,No,,Dream Town Realty,42.069462,-87.902602,0
9179824,Single Family Residential,584 S 4th Ave,Des Plaines,IL,60016,249900,3,2,Des Plaines,2025,2025,6651,1914,1,Garage,44,,No,249900,08/02/2013,Yes,204000,Coldwell Banker,42.042271,-87.904491,1
9179924,Condo/Coop,555 S River Rd #306,Des Plaines,IL,60016,159900,1,1,Des Plaines,900,900,,1989,1,Garage,43,,No,159000,07/30/2008,Yes,168000,RE/MAX,42.04325,-87.88384,1
9180089,Single Family Residential,296 BERKSHIRE Ln,Des Plaines,IL,60016,599900,4,3.5,Des Plaines,3450,3450,7435,2006,2,Garage,43,04/20/2016,Yes,624900,08/25/2010,Yes,621000,RE/MAX,42.065269,-87.915736,1
9180125,Condo/Coop,650 MURRAY Ln #114,Des Plaines,IL,60016,99900,1,1,Des Plaines,670,670,,1972,2,None,43,,No,99900,05/16/2013,Yes,35000,Coldwell Banker,42.0344257,-87.9391146,0
9181041,Single Family Residential,768 Meadow Dr,Des Plaines,IL,60016,550000,4,3.5,Des Plaines,3104,3104,,1999,2,Garage,43,,No,550000,07/13/2007,Yes,550000,Baird & Warner,42.056976,-87.905411,1
9181619,Single Family Residential,901 Graceland Ave,Des Plaines,IL,60016,379000,4,2.5,Des Plaines,2086,2086,9500,1957,2,Garage,42,04/23/2016,Yes,399000,08/01/2012,Yes,120000,RE/MAX,42.036919,-87.892901,0
9181942,Single Family Residential,2343 BIRCH St,Des Plaines,IL,60018,599000,5,4,Des Plaines,3650,3650,,2007,2,Garage,42,,No,599000,07/30/2009,Yes,590000,RE/MAX,42.010965,-87.8776406,0
9182914,Single Family Residential,2076 Sherwin Ave,Des Plaines,IL,60018,289800,3,2,Des Plaines,1600,1600,5279,1952,2,None,41,05/01/2016,Yes,289900,07/14/2003,Yes,215000,Vedad Alijagic,42.012964,-87.872956,0
9182929,Townhouse,1206 HARDING Ave,Des Plaines,IL,60016,299900,2,2.5,Des Plaines,1775,1775,,2009,2,Garage,41,,No,299900,08/28/2014,Yes,279000,Hometown Real Estate,42.0468627,-87.8939363,1
9185084,Condo/Coop,477 Graceland Ave Unit 1G,Des Plaines,IL,60016,129900,2,1,Des Plaines,,1067,,1976,1,None,38,,No,129900,11/16/2009,Yes,138000,Coldwell Banker,42.044653,-87.888995,0
9185752,Single Family Residential,1301 Pennsylvania Ave,Des Plaines,IL,60018,294900,3,1.5,Des Plaines,1763,1763,8712,1962,2,Garage,38,05/11/2016,Yes,298900,02/28/2014,Yes,228000,Century 21,42.028663,-87.92606,0
9186189,Multi-Family,716 W Oakton St,Des Plaines,IL,60018,229000,5,4.5,Des Plaines,,4315,,,5,Garage,37,,No,229000,10/24/2001,Yes,152500,Michael E. Zaucha,42.02328,-87.936228,0
9186250,Condo/Coop,9250 W Emerson St Unit 2G,Des Plaines,IL,60016,144500,2,1.5,Des Plaines,1150,1150,,1970,2,None,37,,No,144500,11/07/2005,Yes,165000,Century 21,42.050701,-87.855993,0
9186615,Single Family Residential,711 WAIKIKI Dr,Des Plaines,IL,60016,299900,3,2,Des Plaines,2300,2300,,1965,2,Garage,37,,No,299900,04/13/2009,Yes,245000,"Jay C Realty, Inc.",42.058819,-87.905932,0
9187838,Single Family Residential,480 Good Ave,Des Plaines,IL,60016,239900,3,2,Des Plaines,1500,1500,12959,1942,2,Garage,36,05/05/2016,Yes,244900,09/06/2005,Yes,255000,"Admiral Realty, Inc.",42.045272,-87.862828,0
9188847,Single Family Residential,1479 S 4th Ave,Des Plaines,IL,60018,474000,4,2.5,Des Plaines,2400,2400,,1985,2,Garage,35,,No,474000,08/09/2004,Yes,415000,RE/MAX,42.025691,-87.903793,0
9189009,Single Family Residential,732 Timothy Ln,Des Plaines,IL,60016,275000,4,2,Des Plaines,1625,1625,7501,1960,2,Garage,35,04/16/2016,Yes,289900,11/01/1999,Yes,205000,RE/MAX,42.066944,-87.905186,1
9189372,Condo/Coop,828 GRACELAND Ave #205,Des Plaines,IL,60016,132900,2,2,Des Plaines,1400,1400,,1978,1,Garage,35,,No,132900,,No,,Century 21,42.038083,-87.893058,1
9189409,Single Family Residential,798 S Westgate Rd,Des Plaines,IL,60016,349900,4,2.5,Des Plaines,,2184,,1972,2,Garage,35,,No,349900,,No,,@properties,42.037818,-87.918928,1
9189672,Condo/Coop,640 Murray Ln #112,Des Plaines,IL,60016,91000,1,1,Des Plaines,900,900,,1967,1,None,35,05/11/2016,Yes,95000,05/22/2012,Yes,45000,Keller Williams,42.035094,-87.939312,0
9190577,Condo/Coop,711 S River Rd #706,Des Plaines,IL,60016,119000,1,1,Des Plaines,1000,1000,,1980,1,Garage,33,04/15/2016,Yes,130000,,No,,RE/MAX,42.0399947,-87.8831114,0
